probe_id,subject_id,session_id,run_id,counterbalance_group,block_id,block_order,video_id,condition_label,probe_index,probe_planned_time_sec,probe_attention,probe_response,probe_response_label,probe_confidence,onset_timestamp,onset_sample,onset_video_time_sec,attention_response_timestamp,attention_response_time_ms,confidence_response_timestamp,confidence_response_time_ms,resume_timestamp,resume_sample,complete
Block 4_1_f9861f9f,sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,4,4,V1,A,1,75.733,ON,1,课程内容,3,1790002814.326393,435984,75.992,1790002816.0143929,1688,1790002816.826393,775,1790002816.8573928,436600,1
Block 4_2_f9861f9f,sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,4,4,V1,A,2,155.77,AMBIGUOUS,4,放空/不确定刚才在想什么,3,1790002896.6393929,456559,155.818,1790002898.842393,2208,1790002899.6233928,748,1790002899.654393,457299,1
Block 4_3_f9861f9f,sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,4,4,V1,A,3,205.826,ON,1,课程内容,4,1790002949.8573928,469853,206.059,1790002951.5453928,1679,1790002953.842393,2301,1790002953.8893929,470859,1
Block 4_4_f9861f9f,sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,4,4,V1,A,4,306.639,ON,1,课程内容,4,1790003054.701393,496073,306.901,1790003057.779393,3073,1790003058.9823928,1201,1790003059.0143929,497147,1
Block 5_1_35d42daf,sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,5,5,V2,B,1,60.329,OFF,2,连续减7心算任务,3,1790003241.8733928,542862,60.524,1790003243.7323928,1848,1790003245.0603929,1180,1790003245.201393,543602,1
Block 5_2_35d42daf,sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,5,5,V2,B,2,119.06,ON,1,课程内容,3,1790003303.654393,558316,119.27,1790003305.8893929,2228,1790003306.5453928,649,1790003306.6073928,559037,1
Block 5_3_35d42daf,sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,5,5,V2,B,3,179.501,OFF,3,其他与课程无关的事情,3,1790003366.8733928,574116,179.62,1790003369.404393,2503,1790003370.1703928,778,1790003370.2323928,574946,1
Block 5_4_35d42daf,sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,5,5,V2,B,4,260.045,OFF,2,连续减7心算任务,4,1790003450.7323928,595086,260.208,1790003452.8733928,2136,1790003453.9203928,1032,1790003453.967393,595871,1
Block 6_1_9db77b60,sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,6,6,V3,A,1,67.499,ON,1,课程内容,3,1790003650.951393,645139,67.752,1790003653.3103929,2325,1790003654.5603929,1270,1790003654.6073928,646040,1
Block 6_2_9db77b60,sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,6,6,V3,A,2,124.682,AMBIGUOUS,4,放空/不确定刚才在想什么,3,1790003711.7483928,660324,124.936,1790003715.2953928,3530,1790003716.1853929,892,1790003716.2323928,661445,1
Block 6_3_9db77b60,sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,6,6,V3,A,3,177.66,ON,1,课程内容,4,1790003769.1393929,674683,177.898,1790003770.8573928,1701,1790003772.1073928,1251,1790003772.1703928,675424,1
Block 6_4_9db77b60,sub-008,ses-001,4f31ef37-4b28-414b-891c-fd15b33e84f7,G08,6,6,V3,A,4,246.279,ON,1,课程内容,4,1790003840.5453928,692538,246.351,1790003842.904393,2348,1790003845.8573928,2965,1790003845.9203928,693869,1
