qc_timestamp,sample_time_sec,context,window_duration_sec,sample_count,estimated_sample_rate_hz,missing_packets,packet_loss_rate_pct,duplicate_packets_total,channel_0_saturation_rate_pct,channel_1_saturation_rate_pct,signal_alive,status,messages,channel_0_rms_counts,channel_0_constant_value,channel_0_near_zero_rms,channel_0_longest_unchanged_sec,channel_0_invalid_flatline,channel_1_rms_counts,channel_1_constant_value,channel_1_near_zero_rms,channel_1_longest_unchanged_sec,channel_1_invalid_flatline
1790001066.9353929,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 2.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1790001068.9353929,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 4.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1790001070.9353929,0.576,runtime,0.5780000686645508,145,249.13491850045457,0,0.0,0,100.0,100.0,True,waiting,等待至少2秒EEG数据。; 通道1出现饱和（100.000%）。; 通道2出现饱和（100.000%）。,0.0,True,True,0.576,False,0.0,True,True,0.576,False
1790001072.951393,2.596,runtime,2.5940001010894775,650,250.19274275564624,0,0.0,0,100.0,100.0,True,warning,通道1信号恒定、RMS接近数值零或连续至少2秒无变化，请检查数据流和电极。; 通道1出现饱和（100.000%）。; 通道2信号恒定、RMS接近数值零或连续至少2秒无变化，请检查数据流和电极。; 通道2出现饱和（100.000%）。,0.0,True,True,2.596,True,0.0,True,True,2.596,True
1790001074.951393,4.576,runtime,4.562999963760376,1145,250.7122527034227,0,0.0,0,100.0,100.0,True,warning,通道1信号恒定、RMS接近数值零或连续至少2秒无变化，请检查数据流和电极。; 通道1出现饱和（100.000%）。; 通道2信号恒定、RMS接近数值零或连续至少2秒无变化，请检查数据流和电极。; 通道2出现饱和（100.000%）。,0.0,True,True,4.576,True,0.0,True,True,4.576,True
1790001076.967393,6.596,runtime,6.578000068664551,1650,250.68409589341582,0,0.0,0,100.0,100.0,True,warning,通道1信号恒定、RMS接近数值零或连续至少2秒无变化，请检查数据流和电极。; 通道1出现饱和（100.000%）。; 通道2信号恒定、RMS接近数值零或连续至少2秒无变化，请检查数据流和电极。; 通道2出现饱和（100.000%）。,0.0,True,True,6.596,True,0.0,True,True,6.596,True
1790001078.967393,8.596,runtime,8.594000101089478,2150,250.05817718428548,0,0.0,0,90.97674418604652,95.72093023255815,True,warning,通道1信号恒定、RMS接近数值零或连续至少2秒无变化，请检查数据流和电极。; 通道1出现饱和（90.977%）。; 通道2信号恒定、RMS接近数值零或连续至少2秒无变化，请检查数据流和电极。; 通道2出现饱和（95.721%）。,4098412.025488717,False,False,6.96,True,5997726.275851836,False,False,6.956,True
1790001080.9823928,10.636,runtime,9.967999935150146,2505,251.20385396173086,0,0.0,0,73.89221556886227,78.96207584830339,True,warning,通道1信号恒定、RMS接近数值零或连续至少2秒无变化，请检查数据流和电极。; 通道1出现饱和（73.892%）。; 通道2信号恒定、RMS接近数值零或连续至少2秒无变化，请检查数据流和电极。; 通道2出现饱和（78.962%）。,5222461.773472082,False,False,6.34,True,6296704.948952786,False,False,6.336,True
1790001082.967393,12.616,runtime,10.0,2505,250.4,0,0.0,0,54.17165668662675,59.24151696606786,True,warning,通道1信号恒定、RMS接近数值零或连续至少2秒无变化，请检查数据流和电极。; 通道1出现饱和（54.172%）。; 通道2信号恒定、RMS接近数值零或连续至少2秒无变化，请检查数据流和电极。; 通道2出现饱和（59.242%）。,5419508.333246046,False,False,4.36,True,6131118.815885393,False,False,4.356,True
1790001084.967393,14.596,runtime,9.969000101089478,2495,250.17554165010384,0,0.0,0,34.14829659318637,39.23847695390781,True,warning,通道1信号恒定、RMS接近数值零或连续至少2秒无变化，请检查数据流和电极。; 通道1出现饱和（34.148%）。; 通道2信号恒定、RMS接近数值零或连续至少2秒无变化，请检查数据流和电极。; 通道2出现饱和（39.238%）。,4949279.368210779,False,False,2.34,True,5448935.708938346,False,False,2.336,True
