qc_timestamp,sample_time_sec,context,window_duration_sec,sample_count,estimated_sample_rate_hz,missing_packets,packet_loss_rate_pct,duplicate_packets_total,channel_0_saturation_rate_pct,channel_1_saturation_rate_pct,signal_alive,status,messages,channel_0_rms_counts,channel_0_constant_value,channel_0_near_zero_rms,channel_0_longest_unchanged_sec,channel_0_invalid_flatline,channel_1_rms_counts,channel_1_constant_value,channel_1_near_zero_rms,channel_1_longest_unchanged_sec,channel_1_invalid_flatline
1789616276.7467449,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 2.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616278.7617743,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 4.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616280.7743382,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 6.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616282.7869375,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 8.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616284.8021328,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 10.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616286.8057272,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 12.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616288.812484,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 14.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616290.8166316,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 16.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616292.8335857,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 18.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616294.8445265,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 20.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616296.856844,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 22.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616298.8702543,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 24.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616300.8797765,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 26.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616302.8860037,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 28.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616304.9010234,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 30.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616306.903664,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 32.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616308.9203632,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 34.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616310.93372,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 36.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616312.939611,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 38.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789616314.9401433,0.592,runtime,0.5436074733734131,149,272.25527103512854,0,0.0,0,0.0,0.0,True,waiting,等待至少2秒EEG数据。,25793.54462849105,False,False,0.0,False,34303.5452034227,False,False,0.0,False
1789616316.9553647,2.592,runtime,2.5494461059570312,649,254.1728567965741,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,25439.25301546422,False,False,0.0,False,32917.54878002079,False,False,0.0,False
1789616318.9596221,4.612,runtime,4.559725522994995,1154,252.86609779148884,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,123303.29896530401,False,False,0.0,False,111021.15834727944,False,False,0.0,False
1789616320.9670641,6.552,runtime,6.509410619735718,1639,251.63568496259694,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,104415.39599845246,False,False,0.0,False,93743.33401371921,False,False,0.0,False
1789616322.9751787,8.612,runtime,8.57905387878418,2154,250.96007443481895,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,96206.5177347326,False,False,0.0,False,85697.1033776323,False,False,0.0,False
1789616324.9774778,10.612,runtime,9.963891506195068,2500,250.8056213223761,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,90931.5029625027,False,False,0.0,False,80452.49828422398,False,False,0.0,False
1789616326.984707,12.612,runtime,9.96366834640503,2495,250.30941549754164,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,91573.58592979684,False,False,0.0,False,80023.48754166163,False,False,0.0,False
1789616329.0017545,14.592,baseline,0.6588327884674072,180,271.6926102242029,0,0.0,0,0.0,0.0,True,waiting,等待至少2秒EEG数据。,32106.970193592264,False,False,0.0,False,31405.07285082192,False,False,0.0,False
1789616331.0156686,16.632,baseline,2.7026050090789795,690,254.93921519623183,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,31672.336075994877,False,False,0.0,False,30958.569130698517,False,False,0.0,False
1789616333.0224812,18.552,baseline,4.621941089630127,1170,252.92403718056687,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,31307.258594707255,False,False,0.0,False,30590.20432018465,False,False,0.0,False
1789616335.0256095,20.652,baseline,6.722538709640503,1695,251.98813620376893,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,30981.195797354758,False,False,0.0,False,30284.770748829083,False,False,0.0,False
1789616337.041741,22.672,baseline,8.730435848236084,2200,251.8774592959515,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,30662.922166592918,False,False,0.0,False,29974.707995192646,False,False,0.0,False
1789616339.0507073,24.652,baseline,10.710815668106079,2695,251.52146050109008,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,30383.21877165908,False,False,0.0,False,29705.966329770217,False,False,0.0,False
1789616341.0657358,26.692,baseline,12.753938674926758,3205,251.21651292700759,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,30085.920782462927,False,False,0.0,False,29412.24993740331,False,False,0.0,False
1789616343.0771058,28.732,baseline,14.79078722000122,3715,251.10225336604452,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,29755.03079434023,False,False,0.0,False,29088.74748404568,False,False,0.0,False
1789616345.0882213,30.732,baseline,16.80180859565735,4215,250.80633290211176,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,29464.922917209577,False,False,0.0,False,28804.28395614721,False,False,0.0,False
1789616347.0954635,32.712,baseline,18.781596422195435,4710,250.72416072337006,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,29193.84912862175,False,False,0.0,False,28547.02669420836,False,False,0.0,False
1789616349.1149259,34.732,baseline,20.793671131134033,5215,250.74937307213446,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,28929.713418855554,False,False,0.0,False,28286.021777448565,False,False,0.0,False
1789616351.119579,36.772,baseline,22.831263065338135,5725,250.70886282634257,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,28713.25027059614,False,False,0.0,False,28067.272698496883,False,False,0.0,False
1789616353.1273615,38.772,baseline,24.84092402458191,6225,250.55428670209278,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,28567.742339855165,False,False,0.0,False,28001.369593788975,False,False,0.0,False
1789616355.1348355,40.692,baseline,26.76123857498169,6705,250.51157408937627,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,28805.290038525065,False,False,0.0,False,28211.99612242302,False,False,0.0,False
1789616357.1438262,42.732,baseline,28.80181050300598,7215,250.4703653698121,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,29687.48431903875,False,False,0.0,False,28790.604182861673,False,False,0.0,False
1789616359.1567638,44.792,baseline,30.87039852142334,7730,250.3692977800806,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,29939.91170022245,False,False,0.0,False,28852.84234408784,False,False,0.0,False
1789616361.1831713,46.812,runtime,9.961689710617065,2495,250.35913308381015,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,30489.898123702067,False,False,0.0,False,30570.931220461513,False,False,0.0,False
1789616363.1945336,48.832,runtime,9.931507349014282,2500,251.62343561554428,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,30472.318939185527,False,False,0.0,False,30517.465286296894,False,False,0.0,False
1789616365.2067738,50.832,runtime,9.96043586730957,2495,250.39064888569564,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,29178.368739250654,False,False,0.0,False,29228.803275748807,False,False,0.0,False
1789616367.2205937,52.852,runtime,9.963140726089478,2500,250.824520972199,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,27109.999353795025,False,False,0.0,False,26936.991724408203,False,False,0.0,False
1789616369.2276685,54.792,runtime,9.904008150100708,2480,250.30270193939538,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,26453.434130697155,False,False,0.0,False,26301.991424901567,False,False,0.0,False
1789616371.2350795,56.832,runtime,9.901723623275757,2490,251.37037698660507,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,25968.798751040027,False,False,0.0,False,25819.958487844695,False,False,0.0,False
1789616373.2479713,58.872,runtime,9.961324691772461,2495,250.3683071449237,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,27765.62649883952,False,False,0.0,False,27386.803983780843,False,False,0.0,False
1789616375.2658978,60.852,runtime,9.931454420089722,2490,250.61787475610387,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,29821.97601554824,False,False,0.0,False,29209.10446251388,False,False,0.0,False
1789616377.2850554,62.912,runtime,9.93896198272705,2515,252.943919532954,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,31748.95937136637,False,False,0.0,False,30932.747941614736,False,False,0.0,False
1789616379.2880986,64.832,runtime,9.96078634262085,2480,248.87593355884928,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,33582.063811499625,False,False,0.0,False,32601.522943668842,False,False,0.0,False
1789616381.2982259,66.912,runtime,9.990350723266602,2505,250.64185125837633,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,35250.634353635665,False,False,0.0,False,34114.43209260145,False,False,0.0,False
1789616383.3120127,68.932,runtime,9.937138319015503,2500,251.4808509023131,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,35145.25205236389,False,False,0.0,False,33969.19101545295,False,False,0.0,False
1789616385.321853,70.972,runtime,9.993969202041626,2515,251.55170575134707,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,34784.16390901067,False,False,0.0,False,33578.604848640025,False,False,0.0,False
1789616387.339073,72.952,runtime,9.931843996047974,2510,252.62176902882968,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,34442.04951879734,False,False,0.0,False,33221.917351527525,False,False,0.0,False
1789616389.3444612,74.972,runtime,9.99679946899414,2530,252.98096734298736,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,34102.283954904284,False,False,0.0,False,32890.97655128954,False,False,0.0,False
1789616391.3487716,76.992,runtime,9.99067759513855,2510,251.1341173916848,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,33778.97429839619,False,False,0.0,False,32574.833085825005,False,False,0.0,False
