probe_id,subject_id,session_id,run_id,counterbalance_group,block_id,block_order,video_id,condition_label,probe_index,probe_planned_time_sec,probe_attention,probe_response,probe_response_label,probe_confidence,onset_timestamp,onset_sample,onset_video_time_sec,attention_response_timestamp,attention_response_time_ms,confidence_response_timestamp,confidence_response_time_ms,resume_timestamp,resume_sample,complete
Block 3_4_b5967949,sub-002,ses-001,a4fe51e0-c707-4a4a-9599-f6e1c08a6329,G02,3,3,V3,B,4,282.721,ON,1,课程内容,4,1789473612.7467875,334828,282.928,1789473615.4682596,2709,1789473616.752923,1288,1789473616.7656858,335828,1
Block 4_1_b4a7ecf6,sub-002,ses-001,a4fe51e0-c707-4a4a-9599-f6e1c08a6329,G02,4,4,V4,A,1,51.141,OFF,3,其他与课程无关的事情,3,1789473796.1437504,380677,51.272,1789473800.287944,4141,1789473801.2116747,922,1789473801.2264476,381947,1
Block 4_2_b4a7ecf6,sub-002,ses-001,a4fe51e0-c707-4a4a-9599-f6e1c08a6329,G02,4,4,V4,A,2,97.954,ON,1,课程内容,4,1789473848.0362096,393650,98.101,1789473849.4447029,1402,1789473850.897659,1451,1789473850.9136987,394366,1
Block 4_3_b4a7ecf6,sub-002,ses-001,a4fe51e0-c707-4a4a-9599-f6e1c08a6329,G02,4,4,V4,A,3,152.979,ON,1,课程内容,3,1789473905.94092,408126,153.147,1789473908.6576877,2710,1789473910.3767133,1721,1789473910.3914034,409236,1
Block 4_4_b4a7ecf6,sub-002,ses-001,a4fe51e0-c707-4a4a-9599-f6e1c08a6329,G02,4,4,V4,A,4,277.87,ON,1,课程内容,3,1789474035.1800368,440440,277.941,1789474037.8820322,2696,1789474038.8691432,984,1789474038.8901243,441360,1
Block 5_1_53e5c9c1,sub-002,ses-001,a4fe51e0-c707-4a4a-9599-f6e1c08a6329,G02,5,5,V5,B,1,59.959,OFF,2,连续减7心算任务,3,1789474198.0691845,481155,60.021,1789474200.9737875,2893,1789474201.5756674,608,1789474201.5860605,482034,1
Block 5_2_53e5c9c1,sub-002,ses-001,a4fe51e0-c707-4a4a-9599-f6e1c08a6329,G02,5,5,V5,B,2,118.019,OFF,3,其他与课程无关的事情,2,1789474259.781353,496574,118.231,1789474262.9390645,3156,1789474264.4405398,1501,1789474264.4551237,497754,1
Block 5_3_53e5c9c1,sub-002,ses-001,a4fe51e0-c707-4a4a-9599-f6e1c08a6329,G02,5,5,V5,B,3,294.917,ON,1,课程内容,3,1789474441.2601612,541958,295.054,1789474443.5994582,2334,1789474444.4534771,840,1789474444.4675488,542753,1
Block 5_4_53e5c9c1,sub-002,ses-001,a4fe51e0-c707-4a4a-9599-f6e1c08a6329,G02,5,5,V5,B,4,347.696,ON,1,课程内容,3,1789474497.0991123,555919,347.727,1789474498.5962284,1488,1789474499.4936495,892,1789474499.507778,556518,1
Block 6_1_c0886aa9,sub-002,ses-001,a4fe51e0-c707-4a4a-9599-f6e1c08a6329,G02,6,6,V6,A,1,86.9,OFF,3,其他与课程无关的事情,4,1789474700.9514115,606882,87.098,1789474703.0085871,2045,1789474704.1424756,1125,1789474704.1767287,607678,1
Block 6_2_c0886aa9,sub-002,ses-001,a4fe51e0-c707-4a4a-9599-f6e1c08a6329,G02,6,6,V6,A,2,155.669,OFF,3,其他与课程无关的事情,4,1789474772.7214844,624826,155.72,1789474775.4237657,2687,1789474776.3811972,963,1789474776.4184914,625741,1
Block 6_3_c0886aa9,sub-002,ses-001,a4fe51e0-c707-4a4a-9599-f6e1c08a6329,G02,6,6,V6,A,3,216.786,ON,1,课程内容,3,1789474837.5364716,641026,216.875,1789474839.6292276,2080,1789474841.056522,1432,1789474841.070076,641907,1
Block 6_4_c0886aa9,sub-002,ses-001,a4fe51e0-c707-4a4a-9599-f6e1c08a6329,G02,6,6,V6,A,4,287.157,ON,1,课程内容,3,1789474911.491263,659516,287.309,1789474913.5078218,2008,1789474914.873033,1363,1789474914.8842587,660365,1
