qc_timestamp,sample_time_sec,context,window_duration_sec,sample_count,estimated_sample_rate_hz,missing_packets,packet_loss_rate_pct,duplicate_packets_total,channel_0_saturation_rate_pct,channel_1_saturation_rate_pct,signal_alive,status,messages,channel_0_rms_counts,channel_0_constant_value,channel_0_near_zero_rms,channel_0_longest_unchanged_sec,channel_0_invalid_flatline,channel_1_rms_counts,channel_1_constant_value,channel_1_near_zero_rms,channel_1_longest_unchanged_sec,channel_1_invalid_flatline
1789637284.111148,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 2.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637286.1141136,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 4.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637288.1220083,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 6.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637290.1363788,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 8.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637292.1403863,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 10.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637294.1474726,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 12.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637296.152702,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 14.3 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637298.1623511,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 16.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637300.168962,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 18.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637302.1715157,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 20.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637304.184942,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 22.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637306.1896305,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 24.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637308.1913593,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 26.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637310.1946678,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 28.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637312.1983051,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 30.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637314.2140036,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 32.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637316.2209146,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 34.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637318.235513,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 36.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637320.236848,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 38.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637322.2433078,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 40.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637324.2519045,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 42.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637326.2566154,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 44.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637328.26583,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 46.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637330.2730074,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 48.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637332.2863739,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 50.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637334.3009775,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 52.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637336.3162684,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 54.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637338.3214903,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 56.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637340.328476,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 58.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637342.3379917,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 60.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789637344.3432322,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 62.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
