probe_id,subject_id,session_id,run_id,counterbalance_group,block_id,block_order,video_id,condition_label,probe_index,probe_planned_time_sec,probe_attention,probe_response,probe_response_label,probe_confidence,onset_timestamp,onset_sample,onset_video_time_sec,attention_response_timestamp,attention_response_time_ms,confidence_response_timestamp,confidence_response_time_ms,resume_timestamp,resume_sample,complete
Block 3_3_0b8a08f3,sub-001,ses-001,324f7c1e-da89-4a22-ba3a-14cd4903bda9,G01,3,3,V3,A,3,209.934,ON,1,课程内容,3,1789379239.2306757,278262,209.964,1789379241.7466755,2504,1789379242.7306757,984,1789379242.7306757,279147,1
Block 3_4_0b8a08f3,sub-001,ses-001,324f7c1e-da89-4a22-ba3a-14cd4903bda9,G01,3,3,V3,A,4,295.977,ON,1,课程内容,3,1789379328.9186757,300717,296.178,1789379330.7616756,1826,1789379331.6686757,909,1789379331.6686757,301393,1
Block 4_1_cf569e2b,sub-001,ses-001,324f7c1e-da89-4a22-ba3a-14cd4903bda9,G01,4,4,V4,B,1,90.494,OFF,2,连续减7心算任务,3,1789379514.1686757,343828,90.609,1789379516.0746756,1897,1789379516.6686757,593,1789379516.6686757,344468,1
Block 4_2_cf569e2b,sub-001,ses-001,324f7c1e-da89-4a22-ba3a-14cd4903bda9,G01,4,4,V4,B,2,172.345,OFF,2,连续减7心算任务,3,1789379598.5746756,364941,172.502,1789379600.7616756,2191,1789379601.6996756,938,1789379601.7146757,365721,1
Block 4_3_cf569e2b,sub-001,ses-001,324f7c1e-da89-4a22-ba3a-14cd4903bda9,G01,4,4,V4,B,3,219.332,OFF,2,连续减7心算任务,3,1789379648.5116756,377426,219.334,1789379650.8086755,2295,1789379651.3086755,504,1789379651.3086755,378126,1
Block 4_4_cf569e2b,sub-001,ses-001,324f7c1e-da89-4a22-ba3a-14cd4903bda9,G01,4,4,V4,B,4,264.723,OFF,2,连续减7心算任务,3,1789379696.7936757,389501,264.824,1789379699.0276756,2220,1789379699.7466755,720,1789379699.7466755,390236,1
Block 5_1_fbe1a32e,sub-001,ses-001,324f7c1e-da89-4a22-ba3a-14cd4903bda9,G01,5,5,V5,A,1,87.722,ON,1,课程内容,3,1789379954.6056757,448912,87.843,1789379956.7146757,2103,1789379957.3866756,668,1789379957.3866756,449617,1
Block 5_2_fbe1a32e,sub-001,ses-001,324f7c1e-da89-4a22-ba3a-14cd4903bda9,G01,5,5,V5,A,2,164.677,ON,1,课程内容,4,1789380034.2936757,468836,164.755,1789380036.5436757,2249,1789380037.3086755,767,1789380037.3086755,469592,1
Block 5_3_fbe1a32e,sub-001,ses-001,324f7c1e-da89-4a22-ba3a-14cd4903bda9,G01,5,5,V5,A,3,243.845,ON,1,课程内容,3,1789380116.6056757,489421,244.077,1789380118.5116756,1899,1789380119.6056757,1082,1789380119.6056757,490167,1
Block 5_4_fbe1a32e,sub-001,ses-001,324f7c1e-da89-4a22-ba3a-14cd4903bda9,G01,5,5,V5,A,4,301.408,ON,1,课程内容,4,1789380177.0586755,504530,301.565,1789380179.8716755,2792,1789380180.5746756,712,1789380180.5896757,505410,1
Block 6_1_e11fdf73,sub-001,ses-001,324f7c1e-da89-4a22-ba3a-14cd4903bda9,G01,6,6,V6,B,1,58.513,OFF,2,连续减7心算任务,3,1789380395.8396757,559224,58.737,1789380398.6216755,2291,1789380398.8086755,674,1789380398.8246756,559974,1
Block 6_2_e11fdf73,sub-001,ses-001,324f7c1e-da89-4a22-ba3a-14cd4903bda9,G01,6,6,V6,B,2,150.771,OFF,2,连续减7心算任务,3,1789380490.8556757,582979,150.795,1789380493.0896757,2240,1789380493.8246756,729,1789380493.8246756,583565,1
Block 6_3_e11fdf73,sub-001,ses-001,324f7c1e-da89-4a22-ba3a-14cd4903bda9,G01,6,6,V6,B,3,205.885,OFF,2,连续减7心算任务,3,1789380549.1686757,597553,206.137,1789380552.1056757,2926,1789380552.9646757,859,1789380552.9646757,598505,1
Block 6_4_e11fdf73,sub-001,ses-001,324f7c1e-da89-4a22-ba3a-14cd4903bda9,G01,6,6,V6,B,4,265.891,OFF,2,连续减7心算任务,3,1789380612.8556757,613468,266.019,1789380615.7146757,2862,1789380616.3866756,663,1789380616.3866756,614364,1
