event_name,event_timestamp,sample_time_sec,received_order,block_id,block_order,group_id,session_half,counterbalance_group,condition,condition_type,event_type,event_value,duration_sec,exclude_before_sec,exclude_after_sec,trial_id,question_id,correct_answer,participant_answer,is_correct,reaction_time_ms,notes,run_id,subject_id,session_id,client_event_id,client_id,received_timestamp,client_timestamp,client_monotonic_ms,timestamp_source,clock_offset_sec,clock_round_trip_ms,eeg_received_order,eeg_sample_number,eeg_stream_segment,alignment_error_ms,alignment_status,identity_status,context_matches_current,state_applied,start_number,generated_timestamp,displayed_timestamp,hidden_timestamp,after_block_id,affected_block_id,planned_duration,actual_duration,is_formal_experiment,operator_id,override_reason,sensitivity_exclude_before_sec,course_attention_rating,mental_effort,video_interest,video_difficulty,subtraction_compliance,subtraction_compliance_low_pct,subtraction_compliance_high_pct,subtraction_difficulty,reported_final_number,rating_item,rating_value,quiz_score,quiz_total,question_text,response_index,response_text,video_id,condition_label,video_time_sec,browser_timestamp,recorder_timestamp,device_sample_number,probe_id,probe_index,probe_schedule_id,probe_planned_time_sec,response,response_label,response_time_ms,confidence,probe_attention,pause_reason
phase_change,1789891054.9914875,400.28,97803,1,1,,1,G07,A,focused,phase_change,video,,0.0,0.0,,,,,,,,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,a9198063-bc72-4cf2-9d86-046a781ab257,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891055.0043375,1789891055.0027997,694523,browser_calibrated,-0.011312246322631836,1.2998580932617188,97798,100070,8,12.850046157836914,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,V4,A,214.238,1789891055.0027997,1789891055.0043375,100070,,,,,,,,,,
video_resume,1789891054.9914875,400.28,97803,1,1,,1,G07,A,focused,video_resume,214.238,,0.0,0.0,,,,,,,"{""client_event_id"":""a9198063-bc72-4cf2-9d86-046a781ab257"",""recorder_run_id"":""8b6ce1f9-62a7-4d97-823b-839e8a8c7711"",""client_id"":""b0a244a8-b5e2-4661-b241-de215ec01f7b"",""client_timestamp"":1789891055.0027997,""client_monotonic_ms"":694523,""event_timestamp"":1789891054.9914875,""clock_offset_sec"":-0.011312246322631836,""clock_round_trip_ms"":1.2998580932617188,""subject_id"":""sub-007"",""session_id"":""ses-001"",""block_id"":""Block 1"",""counterbalance_group"":""G07"",""block_order"":""Block 1"",""condition"":""A"",""condition_type"":""focused"",""topic_key"":""V4"",""topic_name"":""中国古代最大的歼灭战 长平之战"",""event_type"":""video_resume"",""iso_time"":""2026-09-20T07:57:35.002Z"",""relative_ms"":325239,""video_time_sec"":214.238,""probe_id"":""Block 1_3_07ae8716"",""probe_index"":3,""probe_schedule_id"":""07ae8716-a090-4285-8da7-ea47ca7f5e9f"",""probe_planned_time_sec"":213.918,""video_id"":""V4"",""pause_reason"":""thought_probe"",""resume_status"":""playing""}",8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,a9198063-bc72-4cf2-9d86-046a781ab257,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891055.0043375,1789891055.0027997,694523,browser_calibrated,-0.011312246322631836,1.2998580932617188,97798,100070,8,12.850046157836914,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,V4,A,214.238,1789891055.0027997,1789891055.0043375,100070,Block 1_3_07ae8716,,,,,,,,,thought_probe
probe_onset,1789891124.9014375,470.092,115257,1,1,,1,G07,A,focused,probe_onset,Block 1_4_07ae8716,,0.0,0.0,,,,,,,"{""client_event_id"":""1b4a6740-8bc8-4bda-9909-51876edd203a"",""recorder_run_id"":""8b6ce1f9-62a7-4d97-823b-839e8a8c7711"",""client_id"":""b0a244a8-b5e2-4661-b241-de215ec01f7b"",""client_timestamp"":1789891124.9139,""client_monotonic_ms"":764434,""event_timestamp"":1789891124.9014375,""clock_offset_sec"":-0.012462377548217773,""clock_round_trip_ms"":1.4002323150634766,""subject_id"":""sub-007"",""session_id"":""ses-001"",""block_id"":""Block 1"",""counterbalance_group"":""G07"",""block_order"":""Block 1"",""condition"":""A"",""condition_type"":""focused"",""topic_key"":""V4"",""topic_name"":""中国古代最大的歼灭战 长平之战"",""event_type"":""probe_onset"",""iso_time"":""2026-09-20T07:58:44.914Z"",""relative_ms"":395150,""video_time_sec"":283.896,""probe_id"":""Block 1_4_07ae8716"",""probe_index"":4,""probe_schedule_id"":""07ae8716-a090-4285-8da7-ea47ca7f5e9f"",""probe_planned_time_sec"":283.647,""video_id"":""V4"",""pause_reason"":""thought_probe"",""forced"":false}",8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,1b4a6740-8bc8-4bda-9909-51876edd203a,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891124.9113376,1789891124.9139,764434,browser_calibrated,-0.012462377548217773,1.4002323150634766,115251,117523,8,-6.099939346313477,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,V4,A,283.896,1789891124.9139,1789891124.9113376,117523,Block 1_4_07ae8716,4,07ae8716-a090-4285-8da7-ea47ca7f5e9f,283.647,,,,,,thought_probe
attention_response,1789891128.1893375,473.476,116102,1,1,,1,G07,A,focused,attention_response,1,,0.0,0.0,,,,,,,"{""client_event_id"":""c88b0784-06cd-4eaa-91e6-66b4e0df3342"",""recorder_run_id"":""8b6ce1f9-62a7-4d97-823b-839e8a8c7711"",""client_id"":""b0a244a8-b5e2-4661-b241-de215ec01f7b"",""client_timestamp"":1789891128.2017999,""client_monotonic_ms"":767721.8999999762,""event_timestamp"":1789891128.1893375,""clock_offset_sec"":-0.012462377548217773,""clock_round_trip_ms"":1.4002323150634766,""subject_id"":""sub-007"",""session_id"":""ses-001"",""block_id"":""Block 1"",""counterbalance_group"":""G07"",""block_order"":""Block 1"",""condition"":""A"",""condition_type"":""focused"",""topic_key"":""V4"",""topic_name"":""中国古代最大的歼灭战 长平之战"",""event_type"":""attention_response"",""iso_time"":""2026-09-20T07:58:48.201Z"",""relative_ms"":398438,""video_time_sec"":283.896,""probe_id"":""Block 1_4_07ae8716"",""probe_index"":4,""probe_schedule_id"":""07ae8716-a090-4285-8da7-ea47ca7f5e9f"",""probe_planned_time_sec"":283.647,""video_id"":""V4"",""response"":1,""response_label"":""课程内容"",""probe_attention"":""ON"",""response_time_ms"":3288}",8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,c88b0784-06cd-4eaa-91e6-66b4e0df3342,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891128.1923375,1789891128.2017999,767721.8999999762,browser_calibrated,-0.012462377548217773,1.4002323150634766,116097,118369,8,3.000020980834961,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,V4,A,283.896,1789891128.2017999,1789891128.2073376,118369,Block 1_4_07ae8716,4,07ae8716-a090-4285-8da7-ea47ca7f5e9f,283.647,1,课程内容,3288,,ON,
confidence_response,1789891129.0675375,474.372,116322,1,1,,1,G07,A,focused,confidence_response,3,,0.0,0.0,,,,,,,"{""client_event_id"":""c39d90e2-8f89-45f7-9668-2fd196892035"",""recorder_run_id"":""8b6ce1f9-62a7-4d97-823b-839e8a8c7711"",""client_id"":""b0a244a8-b5e2-4661-b241-de215ec01f7b"",""client_timestamp"":1789891129.08,""client_monotonic_ms"":768600.1999999881,""event_timestamp"":1789891129.0675375,""clock_offset_sec"":-0.012462377548217773,""clock_round_trip_ms"":1.4002323150634766,""subject_id"":""sub-007"",""session_id"":""ses-001"",""block_id"":""Block 1"",""counterbalance_group"":""G07"",""block_order"":""Block 1"",""condition"":""A"",""condition_type"":""focused"",""topic_key"":""V4"",""topic_name"":""中国古代最大的歼灭战 长平之战"",""event_type"":""confidence_response"",""iso_time"":""2026-09-20T07:58:49.080Z"",""relative_ms"":399316,""video_time_sec"":283.896,""probe_id"":""Block 1_4_07ae8716"",""probe_index"":4,""probe_schedule_id"":""07ae8716-a090-4285-8da7-ea47ca7f5e9f"",""probe_planned_time_sec"":283.647,""video_id"":""V4"",""response"":1,""confidence"":3,""response_time_ms"":878}",8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,c39d90e2-8f89-45f7-9668-2fd196892035,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891129.0823376,1789891129.08,768600.1999999881,browser_calibrated,-0.012462377548217773,1.4002323150634766,116321,118593,8,-0.20003318786621094,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,V4,A,283.896,1789891129.08,1789891129.0823376,118593,Block 1_4_07ae8716,4,07ae8716-a090-4285-8da7-ea47ca7f5e9f,283.647,,,878,3,,
phase_change,1789891129.0720377,474.372,116322,1,1,,1,G07,A,focused,phase_change,video,,0.0,0.0,,,,,,,,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,5267d6ff-92d7-46ec-b339-7e74e978ba3a,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891129.0983374,1789891129.0845,768604.5999999642,browser_calibrated,-0.012462377548217773,1.4002323150634766,116321,118593,8,-4.700183868408203,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,V4,A,284.142,1789891129.0845,1789891129.0983374,118593,,,,,,,,,,
video_resume,1789891129.0720377,474.372,116322,1,1,,1,G07,A,focused,video_resume,284.142,,0.0,0.0,,,,,,,"{""client_event_id"":""5267d6ff-92d7-46ec-b339-7e74e978ba3a"",""recorder_run_id"":""8b6ce1f9-62a7-4d97-823b-839e8a8c7711"",""client_id"":""b0a244a8-b5e2-4661-b241-de215ec01f7b"",""client_timestamp"":1789891129.0845,""client_monotonic_ms"":768604.5999999642,""event_timestamp"":1789891129.0720377,""clock_offset_sec"":-0.012462377548217773,""clock_round_trip_ms"":1.4002323150634766,""subject_id"":""sub-007"",""session_id"":""ses-001"",""block_id"":""Block 1"",""counterbalance_group"":""G07"",""block_order"":""Block 1"",""condition"":""A"",""condition_type"":""focused"",""topic_key"":""V4"",""topic_name"":""中国古代最大的歼灭战 长平之战"",""event_type"":""video_resume"",""iso_time"":""2026-09-20T07:58:49.084Z"",""relative_ms"":399320,""video_time_sec"":284.142,""probe_id"":""Block 1_4_07ae8716"",""probe_index"":4,""probe_schedule_id"":""07ae8716-a090-4285-8da7-ea47ca7f5e9f"",""probe_planned_time_sec"":283.647,""video_id"":""V4"",""pause_reason"":""thought_probe"",""resume_status"":""playing""}",8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,5267d6ff-92d7-46ec-b339-7e74e978ba3a,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891129.0983374,1789891129.0845,768604.5999999642,browser_calibrated,-0.012462377548217773,1.4002323150634766,116321,118593,8,-4.700183868408203,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,V4,A,284.142,1789891129.0845,1789891129.0983374,118593,Block 1_4_07ae8716,,,,,,,,,thought_probe
video_end,1789891159.0083375,504.312,123807,1,1,,1,G07,A,focused,video_end,V4,,0.0,0.0,,,,,,,,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,2a891a5a-09e0-4e30-b905-ffc5959a4d2e,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891159.0203376,1789891159.0177,798537.7999999523,browser_calibrated,-0.009362459182739258,1.3997554779052734,123806,126078,8,-3.999948501586914,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,V4,A,313.818,1789891159.0177,1789891159.0203376,126078,,,,,,,,,,
browser_video_ended,1789891159.0083375,504.312,123807,1,1,,1,G07,A,focused,browser_video_ended,,,0.0,0.0,,,,,,,"{""client_event_id"":""2a891a5a-09e0-4e30-b905-ffc5959a4d2e"",""recorder_run_id"":""8b6ce1f9-62a7-4d97-823b-839e8a8c7711"",""client_id"":""b0a244a8-b5e2-4661-b241-de215ec01f7b"",""client_timestamp"":1789891159.0177,""client_monotonic_ms"":798537.7999999523,""event_timestamp"":1789891159.0083375,""clock_offset_sec"":-0.009362459182739258,""clock_round_trip_ms"":1.3997554779052734,""subject_id"":""sub-007"",""session_id"":""ses-001"",""block_id"":""Block 1"",""counterbalance_group"":""G07"",""block_order"":""Block 1"",""condition"":""A"",""condition_type"":""focused"",""topic_key"":""V4"",""topic_name"":""中国古代最大的歼灭战 长平之战"",""event_type"":""video_ended"",""iso_time"":""2026-09-20T07:59:19.017Z"",""relative_ms"":429253,""video_time_sec"":313.818}",8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,2a891a5a-09e0-4e30-b905-ffc5959a4d2e,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891159.0203376,1789891159.0177,798537.7999999523,browser_calibrated,-0.009362459182739258,1.3997554779052734,123806,126078,8,-3.999948501586914,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,V4,A,313.818,1789891159.0177,1789891159.0203376,126078,,,,,,,,,,
browser_block_end,1789891159.0127375,504.312,123807,1,1,,1,G07,A,focused,browser_block_end,视频自然播放结束,,0.0,0.0,,,,,,,"{""client_event_id"":""2f86bde5-3fb6-4d85-98b4-4b2de9354af6"",""recorder_run_id"":""8b6ce1f9-62a7-4d97-823b-839e8a8c7711"",""client_id"":""b0a244a8-b5e2-4661-b241-de215ec01f7b"",""client_timestamp"":1789891159.0221,""client_monotonic_ms"":798542.1999999881,""event_timestamp"":1789891159.0127375,""clock_offset_sec"":-0.009362459182739258,""clock_round_trip_ms"":1.3997554779052734,""subject_id"":""sub-007"",""session_id"":""ses-001"",""block_id"":""Block 1"",""counterbalance_group"":""G07"",""block_order"":""Block 1"",""condition"":""A"",""condition_type"":""focused"",""topic_key"":""V4"",""topic_name"":""中国古代最大的歼灭战 长平之战"",""event_type"":""block_end"",""iso_time"":""2026-09-20T07:59:19.022Z"",""relative_ms"":429258,""video_time_sec"":313.818,""reason"":""视频自然播放结束""}",8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,2f86bde5-3fb6-4d85-98b4-4b2de9354af6,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891159.0363376,1789891159.0221,798542.1999999881,browser_calibrated,-0.009362459182739258,1.3997554779052734,123806,126078,8,-8.39996337890625,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,V4,A,313.818,1789891159.0221,1789891159.0363376,126078,,,,,,,,,,
rating_start,1789891159.0163374,504.312,123812,1,1,,1,G07,A,focused,rating_start,,,0.0,0.0,,,,,,,"{""client_event_id"":""4e38fbf7-fe8a-440e-ac1f-a50e83483b13"",""recorder_run_id"":""8b6ce1f9-62a7-4d97-823b-839e8a8c7711"",""client_id"":""b0a244a8-b5e2-4661-b241-de215ec01f7b"",""client_timestamp"":1789891159.0256999,""client_monotonic_ms"":798545.7999999523,""event_timestamp"":1789891159.0163374,""clock_offset_sec"":-0.009362459182739258,""clock_round_trip_ms"":1.3997554779052734,""subject_id"":""sub-007"",""session_id"":""ses-001"",""block_id"":""Block 1"",""counterbalance_group"":""G07"",""block_order"":""Block 1"",""condition"":""A"",""condition_type"":""focused"",""topic_key"":""V4"",""topic_name"":""中国古代最大的歼灭战 长平之战"",""event_type"":""rating_start"",""iso_time"":""2026-09-20T07:59:19.025Z"",""relative_ms"":429261,""video_time_sec"":313.818}",8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,4e38fbf7-fe8a-440e-ac1f-a50e83483b13,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891159.0513375,1789891159.0256999,798545.7999999523,browser_calibrated,-0.009362459182739258,1.3997554779052734,123806,126078,8,-11.999845504760742,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,V4,A,313.818,1789891159.0256999,1789891159.0513375,126078,,,,,,,,,,
rating_item_response,1789891165.5424373,510.836,125442,1,1,,1,G07,A,focused,rating_item_response,4,,0.0,0.0,,,,,,,"{""client_event_id"":""2229ae85-9f16-4fc0-a3da-fc19556bc2b9"",""recorder_run_id"":""8b6ce1f9-62a7-4d97-823b-839e8a8c7711"",""client_id"":""b0a244a8-b5e2-4661-b241-de215ec01f7b"",""client_timestamp"":1789891165.5517998,""client_monotonic_ms"":805071.8999999762,""event_timestamp"":1789891165.5424373,""clock_offset_sec"":-0.009362459182739258,""clock_round_trip_ms"":1.3997554779052734,""subject_id"":""sub-007"",""session_id"":""ses-001"",""block_id"":""Block 1"",""counterbalance_group"":""G07"",""block_order"":""Block 1"",""condition"":""A"",""condition_type"":""focused"",""topic_key"":""V4"",""topic_name"":""中国古代最大的歼灭战 长平之战"",""event_type"":""rating_item_response"",""iso_time"":""2026-09-20T07:59:25.551Z"",""relative_ms"":435788,""video_time_sec"":313.818,""rating_item"":""course_attention_rating"",""rating_value"":""4"",""response_time_ms"":6526}",8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,2229ae85-9f16-4fc0-a3da-fc19556bc2b9,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891165.5513375,1789891165.5517998,805071.8999999762,browser_calibrated,-0.009362459182739258,1.3997554779052734,125437,127709,8,8.900165557861328,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,,,,,,,,,,course_attention_rating,4,,,,,,V4,A,313.818,1789891165.5517998,1789891165.5513375,127709,,,,,,,6526,,,
qc_status_change,1789891197.5673375,542.872,133257,1,1,,1,G07,A,focused,qc_status_change,bad,,0.0,0.0,,,,,,,丢包率 7.58% 过高，请检查蓝牙距离、供电和连接。,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,,,1789891197.5673375,,,server,,,133256,135718,9,0.0,host_receive_nearest,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,V4,A,,,1789891197.5673375,135718,,,,,,,,,,
rating_item_response,1789891205.1723871,549.448,134872,1,1,,1,G07,A,focused,rating_item_response,4,,0.0,0.0,,,,,,,"{""client_event_id"":""b5f506c2-46a2-4b5d-8873-e2c17c421d51"",""recorder_run_id"":""8b6ce1f9-62a7-4d97-823b-839e8a8c7711"",""client_id"":""b0a244a8-b5e2-4661-b241-de215ec01f7b"",""client_timestamp"":1789891205.1765997,""client_monotonic_ms"":844696.6999999881,""event_timestamp"":1789891205.1723871,""clock_offset_sec"":-0.004212617874145508,""clock_round_trip_ms"":1.3000965118408203,""subject_id"":""sub-007"",""session_id"":""ses-001"",""block_id"":""Block 1"",""counterbalance_group"":""G07"",""block_order"":""Block 1"",""condition"":""A"",""condition_type"":""focused"",""topic_key"":""V4"",""topic_name"":""中国古代最大的歼灭战 长平之战"",""event_type"":""rating_item_response"",""iso_time"":""2026-09-20T08:00:05.176Z"",""relative_ms"":475412,""video_time_sec"":313.818,""rating_item"":""mental_effort"",""rating_value"":""4"",""response_time_ms"":46151}",8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,b5f506c2-46a2-4b5d-8873-e2c17c421d51,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891205.1763375,1789891205.1765997,844696.6999999881,browser_calibrated,-0.004212617874145508,1.3000965118408203,134871,137362,10,-11.049509048461914,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,,,,,,,,,,mental_effort,4,,,,,,V4,A,313.818,1789891205.1765997,1789891205.1763375,137362,,,,,,,46151,,,
rating_item_response,1789891207.5153875,551.788,135457,1,1,,1,G07,A,focused,rating_item_response,3,,0.0,0.0,,,,,,,"{""client_event_id"":""366419c6-eee1-4771-8185-0d8f9f83e3d4"",""recorder_run_id"":""8b6ce1f9-62a7-4d97-823b-839e8a8c7711"",""client_id"":""b0a244a8-b5e2-4661-b241-de215ec01f7b"",""client_timestamp"":1789891207.5267,""client_monotonic_ms"":847046.7999999523,""event_timestamp"":1789891207.5153875,""clock_offset_sec"":-0.011312484741210938,""clock_round_trip_ms"":1.2998580932617188,""subject_id"":""sub-007"",""session_id"":""ses-001"",""block_id"":""Block 1"",""counterbalance_group"":""G07"",""block_order"":""Block 1"",""condition"":""A"",""condition_type"":""focused"",""topic_key"":""V4"",""topic_name"":""中国古代最大的歼灭战 长平之战"",""event_type"":""rating_item_response"",""iso_time"":""2026-09-20T08:00:07.526Z"",""relative_ms"":477762,""video_time_sec"":313.818,""rating_item"":""video_interest"",""rating_value"":""3"",""response_time_ms"":48501}",8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,366419c6-eee1-4771-8185-0d8f9f83e3d4,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891207.5203376,1789891207.5267,847046.7999999523,browser_calibrated,-0.011312484741210938,1.2998580932617188,135456,137947,10,-11.049985885620117,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,,,,,,,,,,video_interest,3,,,,,,V4,A,313.818,1789891207.5267,1789891207.5203376,137947,,,,,,,48501,,,
qc_status_change,1789891207.5673375,551.848,135472,1,1,,1,G07,A,focused,qc_status_change,warning,,0.0,0.0,,,,,,,丢包率 1.29% 偏高。,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,,,1789891207.5673375,,,server,,,135471,137962,10,0.0,host_receive_nearest,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,V4,A,,,1789891207.5673375,137962,,,,,,,,,,
qc_status_change,1789891209.5823376,553.828,135967,1,1,,1,G07,A,focused,qc_status_change,good,,0.0,0.0,,,,,,,当前QC指标正常。,8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,,,1789891209.5823376,,,server,,,135966,138457,10,0.0,host_receive_nearest,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,V4,A,,,1789891209.5823376,138457,,,,,,,,,,
rating_item_response,1789891211.7921875,556.068,136527,1,1,,1,G07,A,focused,rating_item_response,2,,0.0,0.0,,,,,,,"{""client_event_id"":""bba191ea-75a8-4e38-ac15-a9735c6ddeb1"",""recorder_run_id"":""8b6ce1f9-62a7-4d97-823b-839e8a8c7711"",""client_id"":""b0a244a8-b5e2-4661-b241-de215ec01f7b"",""client_timestamp"":1789891211.8035,""client_monotonic_ms"":851323.5999999642,""event_timestamp"":1789891211.7921875,""clock_offset_sec"":-0.011312484741210938,""clock_round_trip_ms"":1.2998580932617188,""subject_id"":""sub-007"",""session_id"":""ses-001"",""block_id"":""Block 1"",""counterbalance_group"":""G07"",""block_order"":""Block 1"",""condition"":""A"",""condition_type"":""focused"",""topic_key"":""V4"",""topic_name"":""中国古代最大的歼灭战 长平之战"",""event_type"":""rating_item_response"",""iso_time"":""2026-09-20T08:00:11.803Z"",""relative_ms"":482039,""video_time_sec"":313.818,""rating_item"":""video_difficulty"",""rating_value"":""2"",""response_time_ms"":52778}",8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,bba191ea-75a8-4e38-ac15-a9735c6ddeb1,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891211.8013375,1789891211.8035,851323.5999999642,browser_calibrated,-0.011312484741210938,1.2998580932617188,136526,139017,10,-5.8498382568359375,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,,,,,,,,,,video_difficulty,2,,,,,,V4,A,313.818,1789891211.8035,1789891211.8013375,139017,,,,,,,52778,,,
rating_end,1789891212.7271876,557.008,136762,1,1,,1,G07,A,focused,rating_end,,53.713,0.0,0.0,,,,,,,"{""client_event_id"":""4fb001b4-8799-4962-bfab-5077395991c4"",""recorder_run_id"":""8b6ce1f9-62a7-4d97-823b-839e8a8c7711"",""client_id"":""b0a244a8-b5e2-4661-b241-de215ec01f7b"",""client_timestamp"":1789891212.7385,""client_monotonic_ms"":852258.5999999642,""event_timestamp"":1789891212.7271876,""clock_offset_sec"":-0.011312484741210938,""clock_round_trip_ms"":1.2998580932617188,""subject_id"":""sub-007"",""session_id"":""ses-001"",""block_id"":""Block 1"",""counterbalance_group"":""G07"",""block_order"":""Block 1"",""condition"":""A"",""condition_type"":""focused"",""topic_key"":""V4"",""topic_name"":""中国古代最大的歼灭战 长平之战"",""event_type"":""rating_end"",""iso_time"":""2026-09-20T08:00:12.738Z"",""relative_ms"":482974,""video_time_sec"":313.818,""video_id"":""V4"",""course_attention_rating"":4,""mental_effort"":4,""video_interest"":3,""video_difficulty"":2,""subtraction_compliance"":"""",""subtraction_difficulty"":"""",""reported_final_number"":"""",""duration_sec"":53.713,""submitted_iso"":""2026-09-20T08:00:12.738Z"",""submitted_relative_ms"":482974}",8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,4fb001b4-8799-4962-bfab-5077395991c4,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891212.7393374,1789891212.7385,852258.5999999642,browser_calibrated,-0.011312484741210938,1.2998580932617188,136761,139252,10,-3.850221633911133,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,4,4,3,2,,,,,,,,,,,,,V4,A,313.818,1789891212.7385,1789891212.7393374,139252,,,,,,,,,,
quiz_start,1789891212.7305875,557.008,136767,1,1,,1,G07,A,focused,quiz_start,,,0.0,0.0,,,,,,,"{""client_event_id"":""5609a9ab-aa32-470f-83f4-ed6d7a178254"",""recorder_run_id"":""8b6ce1f9-62a7-4d97-823b-839e8a8c7711"",""client_id"":""b0a244a8-b5e2-4661-b241-de215ec01f7b"",""client_timestamp"":1789891212.7419,""client_monotonic_ms"":852262,""event_timestamp"":1789891212.7305875,""clock_offset_sec"":-0.011312484741210938,""clock_round_trip_ms"":1.2998580932617188,""subject_id"":""sub-007"",""session_id"":""ses-001"",""block_id"":""Block 1"",""counterbalance_group"":""G07"",""block_order"":""Block 1"",""condition"":""A"",""condition_type"":""focused"",""topic_key"":""V4"",""topic_name"":""中国古代最大的歼灭战 长平之战"",""event_type"":""quiz_start"",""iso_time"":""2026-09-20T08:00:12.741Z"",""relative_ms"":482978,""video_time_sec"":313.818}",8b6ce1f9-62a7-4d97-823b-839e8a8c7711,sub-007,ses-001,5609a9ab-aa32-470f-83f4-ed6d7a178254,b0a244a8-b5e2-4661-b241-de215ec01f7b,1789891212.7543375,1789891212.7419,852262,browser_calibrated,-0.011312484741210938,1.2998580932617188,136761,139252,10,-7.250070571899414,host_receive_nearest,verified,1,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,V4,A,313.818,1789891212.7419,1789891212.7543375,139252,,,,,,,,,,
