qc_timestamp,sample_time_sec,context,window_duration_sec,sample_count,estimated_sample_rate_hz,missing_packets,packet_loss_rate_pct,duplicate_packets_total,channel_0_saturation_rate_pct,channel_1_saturation_rate_pct,signal_alive,status,messages,channel_0_rms_counts,channel_0_constant_value,channel_0_near_zero_rms,channel_0_longest_unchanged_sec,channel_0_invalid_flatline,channel_1_rms_counts,channel_1_constant_value,channel_1_near_zero_rms,channel_1_longest_unchanged_sec,channel_1_invalid_flatline
1789549311.1853802,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 2.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789549313.2003803,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 4.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789549315.2003803,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 6.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789549317.2163801,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 8.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789549319.2323802,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 10.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789549321.2323802,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 12.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789549323.2323802,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 14.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789549325.2473803,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 16.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789549327.2633803,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 18.4 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789549329.2793803,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 20.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789549331.2943802,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 22.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789549333.2943802,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 24.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789549335.2793803,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 26.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789549337.2943802,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 28.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789549339.2943802,0.0,runtime,0.0,0,,0,,0,,,False,bad,已连续 30.5 秒没有EEG，请立即重新连接耳机。,,,,0.0,False,,,,0.0,False
1789549341.3103802,0.884,runtime,0.8440001010894775,222,261.84830986953926,0,0.0,0,0.0,0.0,True,waiting,等待至少2秒EEG数据。,35893.18473662905,False,False,0.0,False,61844.159050155184,False,False,0.0,False
1789549343.3253803,2.924,runtime,2.875,732,254.2608695652174,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,34021.072045434245,False,False,0.0,False,58086.79648576917,False,False,0.0,False
1789549345.3103802,4.924,runtime,4.891000032424927,1232,251.6867699527857,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,35408.51798684294,False,False,0.0,False,59008.868174283976,False,False,0.0,False
1789549347.3103802,6.924,runtime,6.891000032424927,1732,251.19721257509053,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,35115.55167926867,False,False,0.0,False,58714.02280291511,False,False,0.0,False
1789549349.3103802,8.924,runtime,8.875,2232,251.38028169014083,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,33220.15142143977,False,False,0.0,False,57003.27369733446,False,False,0.0,False
1789549351.3103802,10.924,runtime,10.0,2510,250.9,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,31444.489926531787,False,False,0.0,False,55328.33818011483,False,False,0.0,False
1789549353.3103802,12.924,runtime,9.984999895095825,2500,250.2754157491173,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,31301.5896069067,False,False,0.0,False,56715.38688701898,False,False,0.0,False
1789549355.3253803,14.924,runtime,9.95300006866455,2500,251.08007462671551,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,31091.174868575712,False,False,0.0,False,58440.14375783054,False,False,0.0,False
1789549357.3103802,16.924,runtime,10.0,2505,250.4,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,31648.195014018424,False,False,0.0,False,60621.31024008725,False,False,0.0,False
1789549359.3253803,18.884,runtime,9.937999963760376,2490,250.45280831921067,0,0.0,0,0.0,0.0,True,good,当前QC指标正常。,33560.59982334612,False,False,0.0,False,63787.53531896627,False,False,0.0,False
