probe_id,subject_id,session_id,run_id,counterbalance_group,block_id,block_order,video_id,condition_label,probe_index,probe_planned_time_sec,probe_attention,probe_response,probe_response_label,probe_confidence,onset_timestamp,onset_sample,onset_video_time_sec,attention_response_timestamp,attention_response_time_ms,confidence_response_timestamp,confidence_response_time_ms,resume_timestamp,resume_sample,complete
Block 3_3_a20ce795,sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,3,3,V1,A,3,261.103,ON,1,课程内容,3,1790006537.2819338,371198,261.21,1790006539.7349336,2447,1790006540.8289337,1097,1790006540.8919337,372089,1
Block 3_4_a20ce795,sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,3,3,V1,A,4,310.066,ON,1,课程内容,4,1790006589.7669337,384323,310.144,1790006591.8599336,2084,1790006592.7819338,907,1790006592.8289337,385073,1
Block 4_1_49584b1b,sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,4,4,V2,B,1,101.358,ON,1,课程内容,2,1790006798.1729336,436418,101.484,1790006801.0169337,2823,1790006801.9539337,945,1790006802.0169337,437372,1
Block 4_2_49584b1b,sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,4,4,V2,B,2,159.329,OFF,2,连续减7心算任务,4,1790006859.9539337,451866,159.488,1790006862.1099336,2143,1790006863.1419337,1039,1790006863.2039337,452666,1
Block 4_3_49584b1b,sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,4,4,V2,B,3,220.094,ON,1,课程内容,4,1790006923.8129337,467826,220.145,1790006925.7349336,1920,1790006926.7039337,938,1790006926.7509336,468546,1
Block 4_4_49584b1b,sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,4,4,V2,B,4,278.415,OFF,2,连续减7心算任务,4,1790006985.2039337,483177,278.66,1790006987.7669337,2544,1790006988.8449337,1092,1790006988.8919337,484087,1
Block 5_1_525aaff0,sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,5,5,V3,A,1,46.522,ON,1,课程内容,4,1790007153.2349336,525180,46.747,1790007154.9379337,1703,1790007156.1879337,1256,1790007156.2669337,525926,1
Block 5_2_525aaff0,sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,5,5,V3,A,2,117.242,ON,1,课程内容,4,1790007226.9229336,543599,117.458,1790007229.7669337,2805,1790007230.4699337,747,1790007230.5479336,544499,1
Block 5_3_525aaff0,sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,5,5,V3,A,3,179.719,ON,1,课程内容,4,1790007293.0169337,560129,179.99,1790007295.3129337,2292,1790007296.7509336,1440,1790007296.7979336,561079,1
Block 5_4_525aaff0,sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,5,5,V3,A,4,251.181,ON,1,课程内容,4,1790007368.0319338,578885,251.257,1790007371.1099336,3073,1790007371.7669337,656,1790007371.8129337,579829,1
Block 6_1_e3ad6478,sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,6,6,V4,B,1,75.671,ON,1,课程内容,4,1790007593.3289337,635202,75.719,1790007595.9849336,2656,1790007596.7669337,729,1790007596.7979336,636061,1
Block 6_2_e3ad6478,sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,6,6,V4,B,2,129.678,OFF,2,连续减7心算任务,4,1790007650.7979336,649573,129.79,1790007654.5169337,3708,1790007655.2669337,764,1790007655.3289337,650698,1
Block 6_3_e3ad6478,sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,6,6,V4,B,3,195.055,OFF,2,连续减7心算任务,4,1790007720.6729336,667047,195.203,1790007724.2669337,3586,1790007725.3759336,1101,1790007725.4379337,668217,1
Block 6_4_e3ad6478,sub-009,ses-001,c4a3cd8d-8275-44b5-8c41-5053294390dd,G09,6,6,V4,B,4,242.68,ON,1,课程内容,4,1790007773.0009336,680126,242.828,1790007775.3129337,2313,1790007776.3599336,1034,1790007776.4229336,680967,1
